annotation_approver,created_at,id,label,text,updated_at,user
,2021-01-18T19:03:49.521333Z,33,1,"Grosse mandale dans la gueule ce film. Sans concession, sans limite, du sang de la sueur et des larmes. Le chef d'orchestre a-t'il raison? Le musicien? L'avocate? En tout cas le film va loin très loin. Il montre comment pour un idéal et une fascination on peut se facher avec sa famille quitter sa copine vivre seul juste à la recherche de l'Absolu. Il ne faut pas lire ce film comme une oeuvre morale, on est au delà de toute morale, on est dans un film de haine de tension et de passion partagée. La scène finale est à couper le souffle (et pourtant sans regard des spectateurs dans la salle de spectacle, sans contre champs classique), juste dans la tension entre deux malades de musiques. Film assez irrespirable. Encore une fois, ne le jugez pas en bien ou en mal, écoutez. Ce film montre l'art dans sa cuisine la plus intime et sordide et dure. A voir absolument absolument absolument absolument.",2021-01-18T19:03:49.521333Z,1
,2021-01-18T19:04:04.636181Z,34,1,"Etant fan et jouant moi-même d'un instrument, je voulais regarder Whiplash. De plus, les critiques élogieuses m'avaient vraiment convaincu. C'est donc hier soir que je l'ai visionné. Je l'ai trouvé formidable sur le coup. Et avec du recul et la nuit pour y penser, je peux affirmer mon avis : Whiplash est un grand film. Damien Chazelle, qui avait d'abor réalisé un court-métrage de son histoire, livre cette fois-ci une œuvre primée au festival du film américain de Deauville 2014, et nommée aux Oscars. Le réalisateur met en scène un film fort, prenant, poignant et diablement intense. La dramaturgie du récit est une montée en puissance, rendue encore plus extraordinaire par les acteurs. Furieusement jouissif et rythmé, Whiplash est certes doté d'un faible budget, et d'une durée de tournage de 19 jours ; mais le résultat est resplendissant, exceptionnel. On ne peut tout d'abord pas nier la qualité scénaristique du film.  L'histoire est passionnante à suivre, et nous présente des personnages forts. Andrew Liman, jeune musicien de 19 ans, est le protagoniste. Sa quête, sa recherche de l'excellence nous prend aux tripes du début à la fin, sans longueurs. Il se déchire, se meurtri pour sa batterie ; les larmes et le sang coulent ensemble. Cela à cause de son professeur tyrannique. Celui-ci est une enflure, un enfoiré que l'on ne peut que haïr face à ses méthodes de travail. Il incarne à lui seul la quintessence du Détestable. Toutefois, il se montre efficace dans l'apprentissage d'Andrew. Il le pousse à se surpasser, à LE surpasser ! Miles Teller, que j'ai découvert dans The Spectacular Now, et le pétard mouillé qu'est Les 4 Fantastiques, incarne ce jeune homme à la perfection. Jouant dans sa vie privée de la batterie, il est poussé ici à reprendre ce loisir. Ses solos, sa maitrise de l'instrument est remarquable. Rarement j'ai vu des personnes jouer aussi bien. Les morceaux de jazz qu'il joue sont splendides, magnifiques ; le groupe qui l'accompagne contribue aussi à cette réussite auditive. Quant à J.K. Simmons (Spider-Man), il bluffe. Tout simplement phénoménal. Terrifiant et redoutable, il incarne ce professeur d'un conservatoire avec une animosité fabuleuse, sortant des répliques avec un vocabulaire bien précis. Ce duo ennemi, ce duel implacable est parfaitement bien retranscrit à l'écran ; grâce à une complicité entre les deux acteurs, et à la mise en scène réussie. Les thématiques, les sujets traités sont abordés de façon subtile, et sont superbement retranscrits. Damien Chazelle maitrise son long-métrage de bout en bout. Le suspens qu'il distille le long de son histoire se montre superbement bien construit. Avec des séquences chocs, telles celle où le professeur cherche le meilleur batteur parmi 3, ou encore le concert final ; il ponctue son œuvre de scènes dramatiques mais aussi anxiogènes, voire insupportables. L'intensité génère un stress haletant, épuisant le spectateur. Le réalisateur fait suer ceux qui regarde son métrage, comme J.K.S. fait suer son élève. L'engouement autour de ce film est vérifié, vrai, et mérité. Groovy et jazzy, Whiplash est une perle, un film coup de poing à la bande sonore très bonne. La réalisation est quant à elle tout aussi splendide et maitrisée. Les plans sont beaux, les cadrages millimétrés, la photographie magnifique grâce à des couleurs dorés et sombres et le montage parfaitement construit et orchestré. Enchainements rapides de percussions, instruments et partitions, les concerts nous plongent dans une ambiance prenante et encore plus rythmée. Les gros plans, inserts et tournements de cadres, accentuent notre ressenti envers l'énergie dépensée des musiciens. Fatiguant et éprouvant, ces concerts et répétitions sont filmées magistralement. L'impression de n'utiliser que des superlatifs m'envahit en cet instant d'écriture, mais je n'ai rien de négatifs, rien à reprocher à ce film, si ce n'est sa longueur : j'aurai préféré poursuivre encore cette confrontation ! Whiplash est un pur chef d'œuvre ; une œuvre d'art grandiose sur la musique et l'ambition qu'il faut vraiment regarder.",2021-01-18T19:04:04.636181Z,1
,2021-01-18T19:04:07.446213Z,35,1,"Whiplash est un des meilleurs films de l'année 2014. Parmi les films nominés aux Oscars il était pour moi en tête, avec Imitation Game. L'histoire est prenante, ce parcours d'un jeune batteur au sein d'une grande école de musique. Le batteur veut se faire remarquer du célèbre chef d'orchestre de l'école. Celui est incarné par J.K. Simmons, qui est génial dans ce rôle, d'ailleurs son Oscar est de loin mérité. Un professeur diabolique qui poussera notre héros dans son apprentissage, et ce parfois durement... Certains n'ont pas aimé la fin, peut être parce qu'elle n'est pas évidente, pour ma part c'est un coup de maître.",2021-01-18T19:04:07.447210Z,1
,2021-01-20T12:21:46.392820Z,131,0,"En règle générale les blockbusters commencent à me lasser, mais on n'est jamais à l'abri d'une bonne surprise, d'autant que le divertissement est souvent au rendez-vous. Et surtout j'avais vraiment aimé le 1er qui était une très bonne introduction à l'histoire, un film qui menait sa propre réflexion sur la science, bref un truc qui alliait intelligemment divertissement et profondeur.  Et bien cet épisode 2 c'est tout l'inverse... Mais le pire, c'est qu'à la limite ça aurait pu être débile mais avec du rythme. Mais non, là on a juste un truc mou au possible. Le film met 3 plombes à démarrer, on se tape des passages avec les singes qui tantôt grognent (avec des sous-titres) tantôt parlent (???), on a le droit à des personnages humaines qui sont le cliché de leur caricature, aucun n'est utile, mention spéciale au jeune. Idem pour le pseudo-méchant qui est là car c'est le seule qui sait redémarrer la centrale alors qu'au final ils se passeront de lui... Alors le film fait le pari de mettre les singes au centre de l'histoire, d'en faire les héros, pourquoi pas, mais on ne développe aucune empathie pour eux, et encore moins pour les humains qui sont sous-développés. Les singes restent des pixels, ils ont leur clan, en fait c'est juste des humains avec des poils, il n'y a rien qui me fait accrocher à leur camp. Je m'en fiche des deux camps en fait, ils ont chacun leur motivation, plus ou moins juste, mais voilà, le fait est que je n'arrive pas à prendre fait et cause pour une partie. Du coup le film passe une bonne heure à tenter de faire des dialogues intimistes à tenter de mettre de l'enjeu alors que l'enjeu c'est de redémarrer une centrale, on est tellement loin des questionnements du premier... Et puis passer 1h pour nous présenter le gentil singe, le méchant singe, le gentil humain, le méchant humain, c'est bien nécessaire? Soit il faut faire moins long, soit il faut développer les personnages, parce que là rien n'évolue, on se tape les mêmes scènes, un coup c'est l'amitié, après ça se déchire, puis ça se rapproche, allez enchaîne ! Et ensuite le film se décide enfin à se lancer, pour nous offrir un peu d'actions, sauf qu'on dort déjà à ce moment là, et ce n'est pas en livrant des scènes d'actions réchauffées, sans surprise et mal filmées que ça va rattraper le coup. Non mais sérieux qui peut croire à l'attaque du singe sur un cheval avec 2 fusils dans les mains?? Le film se perd en considération sur la nature humaine, sur la survie de l'espèce, passant des plombes pour accoucher de rien sur le plan intellectuel, il n'y a aucune réflexion, rien de nouveau, c'est de la philosophie de comptoir. Pourtant il y a de la matière avec l'oeuvre originale En plus comment ne pas relever les incohérences énormes du scénario: en 10 ans les singes sont passés de quelques dizaines à plusieurs centaines (vive la dégénérescence...), les singes montent à cheval, une centrale redémarre en 2 coup de clés, les singes tirent au fusil, les singes grognent et le sous-titre indique qu'ils s'appellent par leur nom (c'est absurde !). L'argument de la qualité des SFX ne tient pas sur un budget de 170M$. En plus le film n'a même pas une vraie fin. Vraiment il n'y a pas grand chose à sauver d'un film pareil...",2021-01-20T12:21:46.392820Z,1
,2021-01-18T19:06:04.643063Z,37,1,"Etant donné que son nouveau film, La La Land cartonne avec des critiques internationales unanimement très positives (et un succès commercial inattendu qui se précise de plus en plus, en témoigne les 300 millions de dollars rapportés pour un budget initial de 30 millions de dollars seulement^^), impossible de passer à côté de la hype du moment générée par le comédie musicale avec Emma Stone Ryan Gosling ! Pour ne pas être en dehors de la hype du moment, je me devais de me rattraper en me lançant dans le visionnage de Whiplash, lui aussi gros succès critique cinématographique de l'année 2014. Très curieux de découvrir ce nouveau jeune prodige qu'est Damien Chazelle, ce jeune réalisateur à la trentaine, je me suis lancé dans le visionnage de ce drame musical, ce duel inoubliable vanté par les médias ! Whiplash, premier long métrage de Damien Chazelle et sa deuxième production, reprend le court métrage éponyme réalisé par le même réalisateur un an plus tôt et nous raconte l'histoire d'Andrew Neiman. Etudiant de 19 ans au conservatoire Shaffer de New York, la plus prestigieuse école de musique du pays, Andrew, passionné par la batterie, rêve de devenir quelqu'un dans le milieu mais hélas, le jeune homme se retrouve sous le joug de Terence Fletcher, professeur et chef d'orchestre terriblement tyrannique et élitiste, poussant ses élèves au bout de leurs limites aussi bien sur le plan physique que mental. Mais galvanisé par sa passion, Andrew est bien décidé à ne pas plier devant lui et à repousser toutes ses limites pour décrocher sa place de batteur dans l'orchestre. Voilà pour le pitch global.  Qu'en est-il ? Une baffe mais quelle baffe ! En voilà un film qui n'a pas usurpé son succès critique et dont les éloges sont parfaitement justifiées !  A l'image de Charlie Parker dans la légende du Jazz dont le professeur lui a lancé une cymbale dans la figure à cause de fausses notes, c'est une claque cinématographique à l'image métaphoriquement d'une cymbale dans en pleine poire que j'ai pris ! Whiplash est un véritable coup de maître qui laisse bouche-bée le spectateur tant l'expérience est prenante et laisse sa marque dans nos esprit même plusieurs heures après la fin du film ! A travers une histoire qui paraît un rabachage de dépassement de sois en premier abord, Damien Chazelle nous à pondu là un véritable remake de Rocky dans la musique d'une profondeur et d'une intensité époustouflante aussi bien au niveau de la maîtrise de la caméra que du propos ou du jeu d'acteur !  L'histoire de Whiplash est ingénieusement ficelée de bout en bout, le rythme et le ton qui ne cesse de monter crescendo sont parfaitement donnés dès l'ouverture",2021-01-18T19:06:04.643063Z,1
,2021-01-18T19:06:16.156490Z,38,1,"Pour son premier long-métrage, Damien Chazelle nous livre un film épatant et rempli en charges émotionnelles. Ce film américain indépendant est l’un des plus marquants qu’il m’ait été offert de voir depuis bien longtemps. Il semble que le jeune réalisateur ait eu beaucoup de mal à réunir les fonds nécessaires à la production du film, mais malgré un chemin tortueux, il a fini par nous rendre cette copie presque parfaite, d’autant plus impressionnante pour un premier film. Passé par la Quinzaine des réalisateurs du dernier Festival de Cannes, le film a été tourné en 19 jours seulement ! Andrew est un jeune élève passionné, qui vient d’entrer en première année au conservatoire de musique de Manhattan. À son arrivée, il rêve d’intégrer l’orchestre de Mr Fletcher qui est réputé comme étant le meilleur de l’établissement. Par un heureux hasard de circonstances, il va finir par réaliser son rêve. Pourtant, il va très vite déchanter face à l’enseignement peu orthodoxe de son mentor. Brimades, humiliations publiques, et répétitions tortueuses : il va en passer par toutes les étapes du programme d’éducation un peu spécial de Mr Fletcher. L’apprentissage y est quasi militaire, et le perfectionnisme du prof se retranscrit sur ses élèves qui en font une véritable obsession. Le film est réussi principalement grâce à son binôme d’acteurs au talent fou. Miles Teller (Projet X ou Divergente) est le jeune Andrew, et nous offre une prestation enthousiasmante, pleine d’énergie et de fougue. Son implication est remarquable puisqu’il a assuré une grande partie des prestations musicales du film, étant lui-même musicien. Mais c’est surtout J.K Simmons (Juno, True Grit) qui nous livre une performance impressionnante. Les récompenses qu’il vient d’obtenir ainsi que sa nomination aux futurs Oscars sont totalement méritées. Il impose son style et donne à son personnage un charisme fou qui plonge le spectateur entre admiration et crainte. Leur confrontation nous coupe le souffle de par son intensité.  Une véritable ôde à l'abnégation ! Le message envoyé par le film est à la hauteur de la complexité du sujet. Faut-il souffrir pour devenir un génie de la musique ? Et surtout, l'enseignement musical doit-il suivre cette idée et faire souffrir ses élèves afin de les transformer en futurs grands talents ? Un film porté par deux acteurs dont le binôme fait des étincelles. Le premier film de Chazelle est une vraie claque !",2021-01-18T19:06:16.156490Z,1
,2021-01-18T19:06:34.432961Z,39,1,"J. K. Simmons… Mais franchement : J. (mot anglais censuré) K. Simmons ! Ce mec est juste un monstre à l’écran et ce film, « Whiplash », semble autant une ode faite à ce type là, qu’elle l’est aussi pour le jazz. Parce que oui, je l’oublierais presque, mais ce film est avant tout un film qui cherche à mettre la musique sur le devant de la scène. Et qu’importe si le jazz ne vous parle pas – moi c’est d’ailleurs mon cas – l’enjeu va au-delà de ça. Et pour le coup, j’avoue être assez stupéfait de la pertinence des choix faits par le réalisateur Damien Chazelle. Dans ce film, Simmons et Miles Teller (par ailleurs très bon aussi) sont clairement les deux chefs d’orchestre et c’est le jazz qui fixe le tempo. Du coup, Chazelle organise toute sa structure filmique autour de ça. Les dialogues sont remarquablement ciselés ; la cadence de l’intrigue parfaitement rythmée, et tout cela est goupillé de telle manière à ce que l’ensemble prenne de plus en plus de force jusqu’à finir dans une remarquable apothéose. C’est maîtrisé, sobre, impeccable. Du cinéma au service de la musique. Du cinéma au service du talent… Moi cette philosophie là je l’adore… Longue vie à toi Damien Chazelle et merci pour cette pépite…",2021-01-18T19:06:34.432961Z,1
,2021-01-20T12:20:15.510848Z,129,0,"S'il y a des films qu'on a envie de démolir, d'autres qu'on a envie de défendre, ici on a simplement envie de dire : """"bof"""" ! Le scénario n'offre ni surprise ni tension (juste un peu vers la fin). Les personnages sont stéréotypés, les situations intimistes déjà vu et revus, on a droit à des facilités de scénario de série B (les deux personnages qui se retrouvent """"par hasard"""" parmi le fouillis guerrier d'une citée dévastée) et les invraisemblances nous sont servies à la pelle. Sinon en vrac : Les effets spéciaux sont bluffants, la BO est correcte, la 3D ne sert pas à grand-chose (sauf vers la fin), il y a une bonne scène comique où un singe fait… le singe, l'image est très sombre... Bref tout ça est moyen et constitue une réelle déception par rapport au précédent et par rapport à l'attente. (Quoique sachant que le réalisateur est Matt Reeves, l'auteur du calamiteux Coverfield…) Bof, bof, et rebof l",2021-01-20T12:20:15.510848Z,1
,2021-01-18T19:06:41.998358Z,40,1,"Un film musical rythmé, réalisé et scénarisé par Damien Chazelle. La mise en scène est très soignée avec une profusion de gros plans et le souci des détails. Le montage est très intéressant avec des synchronisations image-musique parfaites. La bande son de Justin Hurwitz est excellente, nous délivrant d'abondantes insertions de Jazz avec Whiplash un morceau écrit par Hank Levy, le célèbre Caravan du grand Duke Ellington... Le scénario, très noir, nous conte l'histoire d' Andrew Neyman. A 19 ans, ce batteur arrive à intégrer le prestigieux conservatoire de musique de New York. Il va fournir un travail acharné, lutter contre la concurrence, et l'exigence du professeur Terence Fletcher. Un superbe casting avec, dans les rôles principaux, de brillantes prestations de Miles Teller (Andrew)  et J.K. Simmons multiplement récompensé (Oscar, Golden Globes...) pour le rôle de Fletcher.",2021-01-18T19:06:41.998358Z,1
,2021-01-18T19:06:50.406535Z,41,1,Jubilatoire. Divertissant. Culte. Intriguant. Inoubliable. Intéressant. Spectaculaire. Époustouflant. Du jamais vu. Un scénario incomparablement original. Une mise en scène remarquable. Un bel hommage au Jazz.. 5/5,2021-01-18T19:06:50.406535Z,1
,2021-01-18T19:06:54.826775Z,42,1,"Certains l’ont déjà dit ici : Whiplash est le croisement assez improbable de Fame et de Full Metal Jacket. Si la vie de musicien est souvent un parcours du combattant, jamais l’apprentissage de la musique ne nous avait été montré ainsi, littéralement comme un entrainement à la guerre. De l’affrontement d’un apprenti batteur et de son professeur sadique, tous deux maladivement habités par l’idée de perfection, Damien Chazelle a fait une œuvre captivante, à la fois thriller et film musical. Un face à face stressant, éprouvant même, où se révèlent deux comédiens absolument époustouflants : le jeune Miles Teller, dont le talent et la présence crevaient déjà l’écran dans The spectacular now et le vétéran JK Simmons (oui, oui, le père de Juno et rédac-chef de la trilogie Spiderman) qui quitte enfin son statut de second rôle pour dessiner ce redoutable chef d’orchestre tout en muscles et en sarcasmes. Les rares mauvaises critiques pointent le côté répétitif des scènes, et pour cause : le réalisateur ne filme que des répétitions et des concerts, mais il fait de cette arène musicale le cadre d’un véritable huis-clos. Et la répétition est un peu la condition du harcèlement, non ?... Moi je trouve au contraire que Damien Chazelle fait preuve d’énormément de finesse dans la façon dont il enchaine ces séquences et dévoile la stratégie d’humiliation du professeur. De même des scènes extérieures, cadres et dialogues superbes, montrant comment l’aspirant musicien déjoue peu à peu les attentions de son père ou torpille son histoire d’amour. Ce film, je le découvre après un long séjour à l’étranger - quelques 5 mois dans un joli trou du cul du monde, pas un cinoche à l’horizon. C’est dire le plaisir que ça a été de le voir en salle, la claque même. Et je sors avec cette évidence : Un réalisateur est né, un metteur-en-scène formidablement doué et puissant avec lequel il faudra désormais compter.",2021-01-18T19:06:54.826775Z,1
,2021-01-20T12:18:51.913589Z,128,0,"Loin du trés bon film de Rupert Wyatt  sur les origines, cette pâle suite est anecdotique pour ne pas dire dispensable. Pour résumé, du début à la fin, l'histoire n'avance pas d'un iota et dans les dernières minutes, on se retrouve au même point que durant les premières. Le scénario est simpliste, comporte beaucoup de clichés typiques des blockbusters hollywoodiens actuels et ne présente qu'un conflit entre singes et humains donnant ainsi lieue à une grosse scènes de bataille dans la seconde partie du film. Après, si ce long métrage souffre des travers made in Hollywood, il bénéficie aussi de ses qualités; c'est-à-dire beaucoup de fric pour des effets spéciaux réussis et des scènes d'action spectaculaires. Divertissement assuré mais ne va pas au delà. Dommage...",2021-01-20T12:18:51.913589Z,1
,2021-01-18T19:07:06.692778Z,43,1,"Le Black Swan de la Batterie (dixit SCL). Whiplash est en effet un duel, une bataille entre deux hommes ; un batteur de 19 ans, élève dans un conservatoire estimé de New York, et son professeur, un directeur d'orchestre réputé mais redouté, à cause de méthodes d'apprentissage pour le moins contestables. Le film a le mérite de, non-seulement décrire les relations pervers entre ces deux antagonistes avec réalisme et virtuosité, mais aussi d'offrir quelques moments musicaux proprement géniaux. La mise en scène de Damien Chazelle est à couper le souffle, et elle ne se garde pas de le faire d'ailleurs ; le film captive, éblouit, étrangle et ravit. En tant que musicien et étudiant en conservatoire, je peux dire que ce film m'a parlé et même touché, bien que mon instrument et mes profs n'aient rien avoir avec ceux du film je prenais constamment parti pour Andrew ! Miles Teller l'incarne de manière concrète avec une force et un naturel incroyable. Face à lui, le vétéran J.K. Simmons, est bluffant en prof ultra-sélectif et compétiteur au caractère instable et contradictoire. Intense et brillant.",2021-01-18T19:07:06.692778Z,1
,2021-01-18T19:07:26.610521Z,44,1,"Whiplash de Damien Chazelle symbolise toute l'ambiguïté dont peut faire preuve parfois le cinéma made in Hollywood quand il tente de crédibiliser une opération marketing par un semblant de questions philosophiques comme ici les rapports de domination de maitre à élève. C'est un tout jeune musicien improvisé cinéaste qui tente le pari en plaçant le spectateur au centre d'un ring où s'affrontent un jeune batteur de jazz (Miles Teller) au talent prometteur mais aussi rempli d'ambition à un professeur despotique (J.K. Simmons) d'une prestigieuse académie new yorkaise. La question posée est de savoir jusqu'où l'on peut aller trop loin dans la recherche de la perfection au sein de ces institutions en charge de faire éclore les élites avec à la clef le risque d'implosion dévastatrice quand deux personnalités à la limite de la  psychopathie entrent en contact. D'un côté Andrew Neiman jeune homme timoré et introverti se jugeant sous  estimé par les siens qui entend mettre sans aucune retenue le prix pour se prouver qu'il existe. Une quête de soi et une absence de barrière morale qui aurait tout aussi bien pu le mener à dessouder  à la Kalachnikov ses camarades d'université.  De l'autre, Terence Fletcher, un pianiste de jazz  anonyme qui croit prendre une revanche à travers le professorat exercé à la schlague sous prétexte de découvrir un diamant brut selon la légende reprise en credo qui veut que Charlie Parker serait devenu un génie après avoir reçu adolescent en pleine poire une cymbale lors d'un set raté avec le batteur Jo Jones. Sur la base de cette joute paroxystique, Damien Chazelle à qui il faut bien reconnaitre un réel savoir-faire, concocte une montée en tension assez facile mais bougrement efficace qui ne recule devant aucun effet tapageur, des doigts ensanglantés du batteur aux propos orduriers du professeur sadique tout droit sortis de Full Metal Jacket (Stanley Kubrick en 1987)  en passant par les incessantes et humiliantes passations de pouvoir entre les aspirants premiers batteurs du bigbang de maitre Fletcher que pour le coup  on devrait plutôt surnommer Bligh (sans doute une private joke de",2021-01-18T19:07:26.610521Z,1
,2021-01-18T19:07:29.948157Z,45,1,"Critique de Whiplash. Un film qui se fera remarquer par sa grande simplicité et son duo de tête d'affiche excellent. Captivant de bout en bout, intéressant, marquant et intelligemment interprèté, on ne veut pas en perdre une miette. 4/5",2021-01-18T19:07:29.948157Z,1
,2021-01-20T12:34:24.357243Z,159,0,"Bonjour, Je me fends d'une petite critique sur ce film noté 4,3 et qui ne le mérite pas du tout! Aucune originalité et plein de bons sentiments, Mary c'est juste un pauvre Will Hunting pour enfants. Seul le chat à un oeil tire sur épingle du jeu. ça se regarde vite, c'est plutôt nul que bien, comme un téléfilm lambda.",2021-01-20T12:34:24.357243Z,1
,2021-01-18T19:08:04.349978Z,47,1,"Whiplash est le titre d'un morceau de jazz. C'est un moment d'évasion que le réalisateur nous transmet. Il joue la différence avec une mise en scène et un montage de répétitions musicales qui sonne justes et qui s'avère sublimes dans l'ensemble. Andrew, le protagoniste, joue de la batterie comme si sa vie en dépendait. Il souhaite devenir un des grands musiciens de l'histoire afin de ne jamais être oublié.  Miles Teller, que l'on a pu voir dans plusieurs productions pour jeunes adultes ces dernières années (Projet X, The Spectacular Now, Divergente) démontre ici qu'il peut faire bien mieux. Sa performance est digne de se retrouver parmi les meilleures. Son jeu nous sidère par son réalisme. J.K. Simmons (Les Spiderman de Sam Raimi) est également prodigieux dans ce rôle qu'on aime haïr. Un face à face entre deux acteurs d'une intensité rare, où la volonté sans faille, la recherche de l'excellence, l'exigence de l'interprétation musicale s'affrontent du pire jusqu'au meilleur. Chaque coup de baguette est un battement de cœur, et le public le ressent à chaque séquence. Le jeu d'acteurs et la bande sonore font de ce long-métrage un must. Des caméras à l'épaule, beaucoup de travelling et des plans serrés, Whiplash nous offre une réalisation et une cinématographie impressionnante qui démontrent une maîtrise cinématographique prodigieuse. Le bruit des percussions et des cymbales résonnera longtemps dans votre tête après le visionnement. Une réussite !!",2021-01-18T19:08:04.349978Z,1
,2021-01-18T19:08:45.724819Z,49,1,"Vu en VO! avant-première salle blindée, Je n'ai pas vu Your name Mais  celui-ci ne m'a pas laissé indifférent, Les deux protagonistes Hodaka et Hina face à cette palette de couleur et les musiques radwimps , Hodaka va faire tous sont possible pour garder Hina ... de l'émotion du rire ,  des frissons , tristesse !,on vie littéralement leurs histoire face à cette course contre le temps!on est plonger au cœur des émotions face à un amour incertain mais tous de même possible, un Chef-d'œuvre la bande musical eSt grandiose , merci à Pathé Meilleur de tous que j'ai pu voir depuis le voyage de Shi-Hiro , la salle à u le droit à des applaudissements !",2021-01-18T19:08:45.724819Z,1
,2021-01-20T11:11:54.649415Z,51,1,"Au royaume du film d’animation à la japonaise, Makoto Shinkai est en passe de détrôner le maître Hayao Miyazaki. Si l’on en juge d’après les records d’entrées qu’atteignent ses films au Japon, Your Name en 2016 et, davantage encore, ce film nouvellement proposé, c’est même quelque chose de déjà établi. Cela dit, n’étant pas de ceux qui estiment que la qualité des films se mesurent à l’aune de leur succès au box-office, je peux me permettre d’émettre de sérieux doutes.  Pour ce qui concerne l’animation en tant que telle ainsi que l’esthétique des films, pas de doute, Shinkai est à la hauteur. Il compose des plans étourdissants et réalise chaque scène, chaque image pourrait-on dire, avec un soin qui impressionne. Pour Les Enfants du temps, il réussit à merveille à montrer un Tokyo submergé par d’incessantes pluies, mais aussi à sublimer la poésie d’un rayon de soleil qui se fraie un passage entre les nuages ou encore, précisément, à emporter ses personnages au-dessus d’un gigantesque cumulo-nimbus. Sur ce plan-là, il n’y a guère de reproches à exprimer : le film offre un somptueux spectacle pour nos yeux. Mais l’esthétique seule ne suffit pas à faire du bon cinéma. Côté scénario, le film ne procure pas la même satisfaction. Makoto Shinkai reproduit d’ailleurs un récit semblable à celui qu’il mettait en scène dans son film précédent, Your Name. Rien de nouveau, il est à nouveau question d’une love story entre deux adolescents, la seule originalité étant que la romance se déroule sur fond de dérèglement climatique. En vérité, il ne s’agit là que d’un prétexte utilisé, de façon commode et désinvolte, pour réunir, séparer et réunir à nouveau les deux tourtereaux adolescents. Le cinéaste se permet même de faire énoncer, à la fin du film, des propos climato-sceptiques par une vieille femme. En vérité, l’intention du réalisateur reste nébuleuse. Tout ce qu’on peut dire, c’est que, sous son aspect d’œuvre à l’esthétique tape-à-l’œil, on a affaire à un scénario plutôt banal. Hayao Miyazaki peut dormir sur ses deux oreilles, Makoto Shinkai, malgré son succès, ne lui arrive pas à la cheville !",2021-01-20T11:11:54.649415Z,1
,2021-01-20T12:35:06.503266Z,167,0,"Gifted est un bon film mais c’est un film de normo-pensants pour les normo-pensants. Le haut potentiel de Mary n’est qu’un prétexte pour explorer l’intériorité des autres personnages. La pauvre petite fille n’est qualifiée que par le terme « génie ». Elle n’est qu’un objet pour lequel on se dispute, qui n’a pas le droit de ressentir. Si vous cherchez un film pour comprendre le fonctionnement haut potentiel, passez votre chemin. Vous m’apprendrez rien dans ce film. Enfin, vous apprendrez « l’horrible difficulté » de vivre avec un sur-efficient mais pas celle de vivre avec une sur-efficience. Dommage, c’était l’occasion de présenter ces gens avec un fonctionnement différent autrement qu’avec le raccourci « génie ». Ce film conforte les stéréotypes tout en flattant l'égo des normo-pensants en les faisant passer pour les vrais héros de l'histoire, mettant totalement de côté le personnage principal. Quelle idée de traduire le titre par """"Mary"""" en français alors que le film efface peu à peu ce personnage. Je doute sincèrement qu'ils aient demandé conseil à des surdoués pour faire ce film.  Heureusement, il y a quelques bons acteurs qui relève un peu le niveau d'un scénario trop moyen.",2021-01-20T12:35:06.503266Z,1
,2021-01-20T11:12:04.329571Z,52,1,"Après le chef d’œuvre Your name, Makoto Shinkai enchaine avec un deuxième film du même niveau. Passer les 20 premières minutes qui peuvent paraitre un peu longue mais qui servent à présenter les éléments et enjeux du film, celui-ci s’avère très vite prenant. Le film propose deux niveaux de lecture : le premier l’histoire d’amour qui n’est finalement que secondaire dans l’histoire, et le second sur le message écologique qui est plus intéressant. Le tout étant servi par de très belles images et de belles musiques",2021-01-20T11:12:04.329571Z,1
,2021-01-20T11:12:28.882440Z,55,1,"Je n'ai pas vu Your Name mais j'ai profité que mon cinéma passait Les Enfants du temps pour découvrir le dernier film de Makoto Shinkai et je dois bien avouer que je ne fus pas déçu. J'ai trouvé l'histoire très belle, très poétique. On s'accroche très rapidement aux personnages et l'animation est absolument magnifique. J'ai vraiment passé un très bon moment devant ce film que je vous conseille très fortement.",2021-01-20T11:12:28.882440Z,1
,2021-01-20T11:14:31.640093Z,58,1,"Encore une fois, ce réalisateur nous offre un excellent film. Parfaitement exécuté, vous n'avez qu'une chose à faire : le regarder !",2021-01-20T11:14:31.640093Z,1
,2021-01-20T12:36:49.950701Z,186,0,"C'est un film sur la gestion du deuil par un adolescent. Le sujet est intéressant et de nombreux thèmes abordés sont pertinents. Malheureusement, la naïveté de quelques scènes transforme cette intrigue psychanalytique en film pour ado. C'est dommage car les jeunes acteurs sont très justes. Il y avait matière à mettre plus de fond dans la mise-en-scène. Déconseillé aux plus de 16 ans.",2021-01-20T12:36:49.950701Z,1
,2021-01-20T11:14:56.590251Z,59,1,"Cela faisait plus de 8 mois que j'attendais ce film et honnêtement je regrette pas d'avoir attendu aussi longtemps. En effet, étant un fan de film d'animation et de makoto shinkai je me doutais que celui-ci n'allait pas renvoyer les mêmes sensations que your name (le comparer n'est pas vraiment faisable). En effet les histoires sont différentes et le style de makoto shinkai est bien là. Pour ce qui est du film, je pense qu'il a des forces et des faiblesses. Ses forces sont : - des dessins magnifiques (beaucoup de travail sur la pluie)  - une gestion de lumière parfaite (comme toujours)  - L'histoire se déroule dans le même monde que your name",2021-01-20T11:14:56.590251Z,1
,2021-01-20T11:17:25.490466Z,62,1,"Très beau à tous niveaux! De la poésie, de beaux messages, des personnages attachants: Bravo et merci!!",2021-01-20T11:17:25.490466Z,1
